"Gene"	"Aliases"	"Aliases3"	"GeneCateg"	"PromoterOf"	"contigV1"	"startV1"	"stopV1"	"strandV1"	"Npaths"	"contigV2"	"startV2"	"stopV2"	"strandV2"	"Qstart"	"Qstop"	"LQueryMapped"	"QueryLength"	"coverage"	"TrimmedCoverage"	"PcIdentity"	"matches"	"mismatches"	"indels"	"unknowns"	"TranslateStart"	"TranslateStop"	"NbOfAA"	"AAchanges"	"NewTargetName"
"Gr39_PMT1"	"PMT_250"	"Gr39_PMT1"	"Promoter"	"Gr"	"EQ120865"	39271	39221	"-"	1	"GL350183"	57620	57570	"-"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_250_1"
"Gr39_PMT2"	"PMT_251"	"Gr39_PMT2"	"Promoter"	"Gr"	"EQ120865"	39214	39164	"-"	1	"GL350183"	57563	57513	"-"	1	51	51	51	100	100	100	51	0	0	0	2	16	4	NA	"PMT_251_1"
"Gr39_PMT3"	"PMT_252"	"Gr39_PMT3"	"Promoter"	"Gr"	"EQ120865"	22632	22582	"-"	1	"GL350183"	40940	40890	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_252_1"
"Gr39_PMT4"	"PMT_253"	"Gr39_PMT4"	"Promoter"	"Gr"	"EQ120865"	22575	22525	"-"	1	"GL350183"	40883	40833	"-"	1	51	51	51	100	100	100	51	0	0	0	2	16	4	NA	"PMT_253_1"
"Gr4_PMT1"	"PMT_254"	"Gr4_PMT1"	"Promoter"	"Gr"	"EQ126506"	55825	55776	"-"	1	"GL350420"	56403	56354	"-"	1	50	50	50	100	100	100	50	0	0	0	1	48	16	NA	"PMT_254_1"
"Gr4_PMT2"	"PMT_255"	"Gr4_PMT2"	"Promoter"	"Gr"	"EQ126506"	54787	54737	"-"	1	"GL350420"	55365	55315	"-"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_255_1"
"Gr40_PMT1"	"PMT_256"	"Gr40_PMT1"	"Promoter"	"Gr"	"EQ120865"	38169	38119	"-"	1	"GL350183"	56518	56468	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_256_1"
"Gr40_PMT2"	"PMT_257"	"Gr40_PMT2"	"Promoter"	"Gr"	"EQ120865"	37925	37875	"-"	1	"GL350183"	56274	56224	"-"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_257_1"
"Gr40_PMT3"	"PMT_258"	"Gr40_PMT3"	"Promoter"	"Gr"	"EQ120865"	30290	30240	"-"	1	"GL350183"	48571	48521	"-"	1	51	51	51	100	100	100	51	0	0	0	2	28	8	NA	"PMT_258_1"
"Gr40_PMT4"	"PMT_259"	"Gr40_PMT4"	"Promoter"	"Gr"	"EQ120865"	28203	28153	"-"	1	"GL350183"	46511	46461	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_259_1"
"Gr40_PMT5"	"PMT_260"	"Gr40_PMT5"	"Promoter"	"Gr"	"EQ120865"	27984	27934	"-"	1	"GL350183"	46292	46242	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_260_1"
"Gr41_PMT1"	"PMT_261"	"Gr41_PMT1"	"Promoter"	"Gr"	"EQ111294"	3442	3492	"+"	1	"GL350213"	56413	56463	"+"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_261_1"
"Gr41_PMT2"	"PMT_262"	"Gr41_PMT2"	"Promoter"	"Gr"	"EQ111294"	4259	4309	"+"	1	"GL350213"	57315	57365	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_262_1"
"Gr41_PMT3"	"PMT_263"	"Gr41_PMT3"	"Promoter"	"Gr"	"EQ111294"	5073	5123	"+"	1	"GL350213"	58129	58179	"+"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_263_1"
"Gr42_PMT1"	"PMT_264"	"Gr42_PMT1"	"Promoter"	"Gr"	"EQ110801"	100332	100382	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_264_1"
"Gr42_PMT2"	"PMT_265"	"Gr42_PMT2"	"Promoter"	"Gr"	"EQ110801"	100392	100442	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_265_1"
"Gr42_PMT3"	"PMT_266"	"Gr42_PMT3"	"Promoter"	"Gr"	"EQ110801"	100491	100541	"+"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_266_1"
"Gr42_PMT4"	"PMT_267"	"Gr42_PMT4"	"Promoter"	"Gr"	"EQ110801"	100706	100756	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_267_1"
"Gr42_PMT5"	"PMT_268"	"Gr42_PMT5"	"Promoter"	"Gr"	"EQ110801"	101763	101813	"+"	1	"GL350117"	309377	309327	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_268_1"
"Gr42_PMT6"	"PMT_269"	"Gr42_PMT6"	"Promoter"	"Gr"	"EQ110801"	101976	102026	"+"	1	"GL350117"	309164	309114	"-"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_269_1"
"Gr43_PMT1"	"PMT_270"	"Gr43_PMT1"	"Promoter"	"Gr"	"EQ114785"	33372	33322	"-"	1	"GL351804"	7231	7181	"-"	1	51	51	51	100	100	100	51	0	0	0	1	42	13	NA	"PMT_270_1"
"Gr43_PMT2"	"PMT_271"	"Gr43_PMT2"	"Promoter"	"Gr"	"EQ114785"	27306	27256	"-"	1	"GL350824"	14616	14566	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_271_1"
"Gr43_PMT3"	"PMT_272"	"Gr43_PMT3"	"Promoter"	"Gr"	"EQ114785"	27250	27200	"-"	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_272_1"
"Gr43_PMT4"	"PMT_273"	"Gr43_PMT4"	"Promoter"	"Gr"	"EQ114785"	25842	25792	"-"	1	"GL350824"	13137	13087	"-"	1	51	51	51	100	100	98	50	1	0	0	2	49	16	"F4Y [10]"	"PMT_273_1"
"Gr43_PMT5"	"PMT_274"	"Gr43_PMT5"	"Promoter"	"Gr"	"EQ114785"	25562	25512	"-"	1	"GL350824"	12857	12807	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	16	NA	"PMT_274_1"
"Gr43_PMT6"	"PMT_275"	"Gr43_PMT6"	"Promoter"	"Gr"	"EQ114785"	25223	25173	"-"	1	"GL350824"	12518	12468	"-"	1	51	51	51	100	100	100	51	0	0	0	1	24	7	NA	"PMT_275_1"
"Gr43_PMT7"	"PMT_276"	"Gr43_PMT7"	"Promoter"	"Gr"	"EQ114785"	19229	19179	"-"	1	"GL350824"	14560	14610	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_276_1"
"Gr43_PMT8"	"PMT_277"	"Gr43_PMT8"	"Promoter"	"Gr"	"EQ114785"	19173	19123	"-"	1	"GL350824"	14616	14666	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_277_1"
"Gr44_PMT1"	"PMT_278"	"Gr44_PMT1"	"Promoter"	"Gr"	"EQ114785"	7882	7832	"-"	1	"GL350824"	26241	26291	"+"	1	51	51	51	100	100	100	51	0	0	0	2	37	11	NA	"PMT_278_1"
"Gr44_PMT2"	"PMT_279"	"Gr44_PMT2"	"Promoter"	"Gr"	"EQ114785"	7831	7781	"-"	1	"GL350824"	26292	26342	"+"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_279_1"
"Gr44_PMT3"	"PMT_280"	"Gr44_PMT3"	"Promoter"	"Gr"	"EQ114785"	7736	7686	"-"	1	"GL350824"	26387	26437	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_280_1"
"Gr44_PMT4"	"PMT_281"	"Gr44_PMT4"	"Promoter"	"Gr"	"EQ114785"	7007	6957	"-"	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_281_1"
"Gr45_PMT1"	"PMT_282"	"Gr45_PMT1"	"Promoter"	"Gr"	"EQ127518"	65365	65315	"-"	1	"GL349852"	790433	790383	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_282_1"
"Gr45_PMT2"	"PMT_283"	"Gr45_PMT2"	"Promoter"	"Gr"	"EQ127518"	65033	64983	"-"	1	"GL349852"	790101	790051	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_283_1"
"Gr45_PMT3"	"PMT_284"	"Gr45_PMT3"	"Promoter"	"Gr"	"EQ127518"	64907	64857	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_284_1"
"Gr45_PMT4"	"PMT_285"	"Gr45_PMT4"	"Promoter"	"Gr"	"EQ127518"	63259	63209	"-"	1	"GL349852"	788120	788070	"-"	1	51	51	51	100	100	100	51	0	0	0	3	35	10	NA	"PMT_285_1"
"Gr45_PMT5"	"PMT_286"	"Gr45_PMT5"	"Promoter"	"Gr"	"EQ127518"	62933	62883	"-"	1	"GL349852"	787794	787744	"-"	1	51	51	51	100	100	100	51	0	0	0	1	48	15	NA	"PMT_286_1"
"Gr46_PMT1"	"PMT_287"	"Gr46_PMT1"	"Promoter"	"Gr"	"EQ122774"	5856	5906	"+"	1	"GL351084"	16212	16162	"-"	1	51	51	51	100	100	100	51	0	0	0	1	33	10	NA	"PMT_287_1"
"Gr46_PMT2"	"PMT_288"	"Gr46_PMT2"	"Promoter"	"Gr"	"EQ122774"	6680	6730	"+"	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_288_1"
"Gr46_PMT3"	"PMT_289"	"Gr46_PMT3"	"Promoter"	"Gr"	"EQ122774"	7035	7085	"+"	1	"GL351084"	15033	14983	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_289_1"
"Gr46_PMT4"	"PMT_290"	"Gr46_PMT4"	"Promoter"	"Gr"	"EQ122774"	7129	7179	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_290_1"
"Gr46_PMT5"	"PMT_291"	"Gr46_PMT5"	"Promoter"	"Gr"	"EQ122774"	7946	7996	"+"	1	"GL351084"	14122	14072	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_291_1"
"Gr47_PMT1"	"PMT_292"	"Gr47_PMT1"	"Promoter"	"Gr"	"EQ122774"	36078	36128	"+"	1	"GL349763"	335367	335417	"+"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_292_1"
"Gr49_PMT1"	"PMT_293"	"Gr49_PMT1"	"Promoter"	"Gr"	"EQ118671"	3593	3642	"+"	1	"GL349763"	253631	253680	"+"	1	50	50	50	100	100	100	50	0	0	0	3	50	16	NA	"PMT_293_1"
"Gr51_PMT1"	"PMT_294"	"Gr51_PMT1"	"Promoter"	"Gr"	"EQ115365"	19006	19056	"+"	1	"GL350156"	101289	101339	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_294_1"
"Gr51_PMT2"	"PMT_295"	"Gr51_PMT2"	"Promoter"	"Gr"	"EQ115365"	19565	19615	"+"	1	"GL350156"	101848	101898	"+"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_295_1"
"Gr51_PMT3"	"PMT_296"	"Gr51_PMT3"	"Promoter"	"Gr"	"EQ115365"	19718	19768	"+"	1	"GL350156"	102001	102051	"+"	1	51	51	51	100	100	100	51	0	0	0	3	41	12	NA	"PMT_296_1"
"Gr51_PMT4"	"PMT_297"	"Gr51_PMT4"	"Promoter"	"Gr"	"EQ115365"	19929	19979	"+"	1	"GL350156"	102212	102262	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_297_1"
"Gr55_PMT1"	"PMT_298"	"Gr55_PMT1"	"Promoter"	"Gr"	"EQ124300"	46509	46459	"-"	1	"GL350156"	152293	152343	"+"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_298_1"
"Gr55_PMT2"	"PMT_299"	"Gr55_PMT2"	"Promoter"	"Gr"	"EQ124300"	42364	42314	"-"	1	"GL350076"	55597	55647	"+"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_299_1"
"Gr55_PMT3"	"PMT_300"	"Gr55_PMT3"	"Promoter"	"Gr"	"EQ124300"	41591	41541	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_300_1"
"Gr55_PMT4"	"PMT_301"	"Gr55_PMT4"	"Promoter"	"Gr"	"EQ124300"	40313	40263	"-"	1	"GL350076"	57648	57698	"+"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_301_1"
"Gr56_PMT1"	"PMT_302"	"Gr56_PMT1"	"Promoter"	"Gr"	"EQ122785"	38858	38908	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_302_1"
"Gr56_PMT2"	"PMT_303"	"Gr56_PMT2"	"Promoter"	"Gr"	"EQ122785"	39036	39086	"+"	1	"GL350386"	60444	60494	"+"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_303_1"
"Gr56_PMT3"	"PMT_304"	"Gr56_PMT3"	"Promoter"	"Gr"	"EQ122785"	50767	50817	"+"	1	"GL350386"	74189	74239	"+"	1	51	51	51	100	100	100	51	0	0	0	1	27	8	NA	"PMT_304_1"
"Gr56_PMT4"	"PMT_305"	"Gr56_PMT4"	"Promoter"	"Gr"	"EQ122785"	51083	51133	"+"	1	"GL350386"	74505	74555	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_305_1"
"Gr56_PMT5"	"PMT_306"	"Gr56_PMT5"	"Promoter"	"Gr"	"EQ122785"	60684	60734	"+"	1	"GL350386"	80012	80062	"+"	1	51	51	51	100	100	100	51	0	0	0	1	42	13	NA	"PMT_306_1"
"Gr56_PMT6"	"PMT_307"	"Gr56_PMT6"	"Promoter"	"Gr"	"EQ122785"	69227	69277	"+"	1	"GL350386"	88313	88363	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_307_1"
"Gr56_PMT7"	"PMT_308"	"Gr56_PMT7"	"Promoter"	"Gr"	"EQ122785"	69428	69478	"+"	1	"GL350386"	88514	88564	"+"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_308_1"
"Gr56_PMT8"	"PMT_309"	"Gr56_PMT8"	"Promoter"	"Gr"	"EQ122785"	69559	69609	"+"	1	"GL350386"	88645	88695	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	15	NA	"PMT_309_1"
"Gr56_PMT9"	"PMT_310"	"Gr56_PMT9"	"Promoter"	"Gr"	"EQ122785"	70937	70987	"+"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_310_1"
"Gr56_PMT10"	"PMT_311"	"Gr56_PMT10"	"Promoter"	"Gr"	"EQ115116"	71046	71096	"+"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_311_1"
"Gr56_PMT11"	"PMT_312"	"Gr56_PMT11"	"Promoter"	"Gr"	"EQ115116"	71725	71775	"+"	1	"GL349852"	846681	846731	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_312_1"
"Gr59_PMT1"	"PMT_313"	"Gr59_PMT1"	"Promoter"	"Gr"	"EQ110880"	9718	9768	"+"	1	"GL350009"	324976	325026	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_313_1"
"Gr59_PMT2"	"PMT_314"	"Gr59_PMT2"	"Promoter"	"Gr"	"EQ110880"	10210	10260	"+"	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_314_1"
"Gr59_PMT3"	"PMT_315"	"Gr59_PMT3"	"Promoter"	"Gr"	"EQ110880"	10479	10529	"+"	1	"GL350009"	325737	325787	"+"	1	51	51	51	100	100	100	51	0	0	0	3	26	7	NA	"PMT_315_1"
"Gr59_PMT4"	"PMT_316"	"Gr59_PMT4"	"Promoter"	"Gr"	"EQ110880"	10531	10581	"+"	1	"GL350009"	325789	325839	"+"	1	51	51	51	100	100	100	51	0	0	0	1	42	13	NA	"PMT_316_1"
"Gr59_PMT5"	"PMT_317"	"Gr59_PMT5"	"Promoter"	"Gr"	"EQ110880"	12111	12161	"+"	1	"GL350009"	327369	327419	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_317_1"
"Gr6_PMT1"	"PMT_318"	"Gr6_PMT1"	"Promoter"	"Gr"	"EQ120848"	91940	91890	"-"	1	"GL349704"	179342	179392	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_318_1"
"Gr6_PMT2"	"PMT_319"	"Gr6_PMT2"	"Promoter"	"Gr"	"EQ120848"	90656	90606	"-"	1	"GL349704"	180626	180676	"+"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_319_1"
"Gr6_PMT3"	"PMT_320"	"Gr6_PMT3"	"Promoter"	"Gr"	"EQ120848"	90371	90321	"-"	1	"GL349704"	180911	180961	"+"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_320_1"
"Gr6_PMT4"	"PMT_321"	"Gr6_PMT4"	"Promoter"	"Gr"	"EQ120848"	89815	89765	"-"	1	"GL349704"	181467	181517	"+"	1	51	51	51	100	100	100	51	0	0	0	31	51	7	NA	"PMT_321_1"
"Gr60_PMT1"	"PMT_322"	"Gr60_PMT1"	"Promoter"	"Gr"	"EQ116935"	50808	50758	"-"	1	"GL350254"	255727	255677	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_322_1"
"Gr60_PMT2"	"PMT_323"	"Gr60_PMT2"	"Promoter"	"Gr"	"EQ116935"	50144	50094	"-"	1	"GL350254"	255067	255017	"-"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_323_1"
"Gr60_PMT3"	"PMT_324"	"Gr60_PMT3"	"Promoter"	"Gr"	"EQ116935"	49784	49734	"-"	1	"GL350254"	254707	254657	"-"	1	51	51	51	100	100	100	51	0	0	0	3	50	16	NA	"PMT_324_1"
"Gr60_PMT4"	"PMT_325"	"Gr60_PMT4"	"Promoter"	"Gr"	"EQ116935"	48271	48221	"-"	1	"GL350254"	253194	253144	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	16	NA	"PMT_325_1"
"Gr69_PMT1"	"PMT_326"	"Gr69_PMT1"	"Promoter"	"Gr"	"EQ113782"	41358	41308	"-"	1	"GL350356"	42844	42794	"-"	1	51	51	51	100	100	100	51	0	0	0	3	32	9	NA	"PMT_326_1"
"Gr69_PMT2"	"PMT_327"	"Gr69_PMT2"	"Promoter"	"Gr"	"EQ113782"	41308	41258	"-"	1	"GL350356"	42794	42744	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_327_1"
"Gr69_PMT3"	"PMT_328"	"Gr69_PMT3"	"Promoter"	"Gr"	"EQ113782"	40725	40675	"-"	1	"GL350356"	42211	42161	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_328_1"
"Gr69_PMT4"	"PMT_329"	"Gr69_PMT4"	"Promoter"	"Gr"	"EQ113782"	39696	39646	"-"	1	"GL350356"	41182	41132	"-"	1	51	51	51	100	100	100	51	0	0	0	3	23	6	NA	"PMT_329_1"
"Gr71_PMT1"	"PMT_330"	"Gr71_PMT1"	"Promoter"	"Gr"	"EQ113782"	10396	10346	"-"	1	"GL350356"	11605	11555	"-"	1	51	51	51	100	100	100	51	0	0	0	1	30	9	NA	"PMT_330_1"
"Gr71_PMT2"	"PMT_331"	"Gr71_PMT2"	"Promoter"	"Gr"	"EQ113782"	10361	10311	"-"	1	"GL350356"	11570	11520	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_331_1"
"Gr71_PMT3"	"PMT_332"	"Gr71_PMT3"	"Promoter"	"Gr"	"EQ113782"	10154	10104	"-"	1	"GL350356"	11363	11313	"-"	1	51	51	51	100	100	100	51	0	0	0	3	26	7	NA	"PMT_332_1"
"Gr71_PMT4"	"PMT_333"	"Gr71_PMT4"	"Promoter"	"Gr"	"EQ113782"	9981	9931	"-"	1	"GL350356"	11190	11140	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_333_1"
"Gr71_PMT5"	"PMT_334"	"Gr71_PMT5"	"Promoter"	"Gr"	"EQ113782"	9963	9913	"-"	1	"GL350356"	11172	11122	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_334_1"
"Gr71_PMT6"	"PMT_335"	"Gr71_PMT6"	"Promoter"	"Gr"	"EQ113782"	9911	9861	"-"	1	"GL350356"	11120	11070	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_335_1"
"Gr71_PMT7"	"PMT_336"	"Gr71_PMT7"	"Promoter"	"Gr"	"EQ113782"	9102	9052	"-"	1	"GL350356"	10311	10261	"-"	1	51	51	51	100	100	100	51	0	0	0	1	39	12	NA	"PMT_336_1"
"Gr71_PMT8"	"PMT_337"	"Gr71_PMT8"	"Promoter"	"Gr"	"EQ113782"	85306	85356	"+"	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_337_1"
"Gr71_PMT9"	"PMT_338"	"Gr71_PMT9"	"Promoter"	"Gr"	"EQ113782"	85324	85374	"+"	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_338_1"
"Gr73_PMT1"	"PMT_339"	"Gr73_PMT1"	"Promoter"	"Gr"	"EQ128003"	345634	345584	"-"	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_339_1"
"Gr73_PMT2"	"PMT_340"	"Gr73_PMT2"	"Promoter"	"Gr"	"EQ128003"	345289	345239	"-"	1	"GL349866"	253666	253616	"-"	1	51	51	51	100	100	100	51	0	0	0	1	42	13	NA	"PMT_340_1"
"Gr73_PMT3"	"PMT_341"	"Gr73_PMT3"	"Promoter"	"Gr"	"EQ128003"	345183	345133	"-"	1	"GL349866"	253560	253510	"-"	1	51	51	51	100	100	100	51	0	0	0	2	34	10	NA	"PMT_341_1"
"Gr73_PMT4"	"PMT_342"	"Gr73_PMT4"	"Promoter"	"Gr"	"EQ128003"	344375	344325	"-"	1	"GL349866"	252473	252423	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_342_1"
"Gr73_PMT5"	"PMT_343"	"Gr73_PMT5"	"Promoter"	"Gr"	"EQ128003"	343976	343926	"-"	1	"GL349866"	252074	252024	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_343_1"
"Gr73_PMT6"	"PMT_344"	"Gr73_PMT6"	"Promoter"	"Gr"	"EQ128003"	343877	343827	"-"	1	"GL349866"	251975	251925	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_344_1"
"Gr73_PMT7"	"PMT_345"	"Gr73_PMT7"	"Promoter"	"Gr"	"EQ128003"	343748	343698	"-"	1	"GL349866"	251846	251796	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_345_1"
"Gr73_PMT8"	"PMT_346"	"Gr73_PMT8"	"Promoter"	"Gr"	"EQ128003"	336649	336599	"-"	113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_346_1"
"Gr74_PMT1"	"PMT_347"	"Gr74_PMT1"	"Promoter"	"Gr"	"EQ128003"	261988	261938	"-"	1	"GL349866"	169482	169432	"-"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_347_1"
"Gr74_PMT2"	"PMT_348"	"Gr74_PMT2"	"Promoter"	"Gr"	"EQ128003"	261789	261739	"-"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_348_1"
"Gr74_PMT3"	"PMT_349"	"Gr74_PMT3"	"Promoter"	"Gr"	"EQ128003"	261516	261466	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_349_1"
"Gr74_PMT4"	"PMT_350"	"Gr74_PMT4"	"Promoter"	"Gr"	"EQ128003"	261411	261361	"-"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_350_1"
"Gr74_PMT5"	"PMT_351"	"Gr74_PMT5"	"Promoter"	"Gr"	"EQ128003"	261070	261020	"-"	1	"GL349866"	168564	168514	"-"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_351_1"
"Gr74_PMT6"	"PMT_352"	"Gr74_PMT6"	"Promoter"	"Gr"	"EQ128003"	260467	260417	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_352_1"
"Gr74_PMT7"	"PMT_353"	"Gr74_PMT7"	"Promoter"	"Gr"	"EQ128003"	260407	260357	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_353_1"
"Gr74_PMT8"	"PMT_354"	"Gr74_PMT8"	"Promoter"	"Gr"	"EQ128003"	260349	260299	"-"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PMT_354_1"
"Gr74_PMT9"	"PMT_355"	"Gr74_PMT9"	"Promoter"	"Gr"	"EQ128003"	260052	260002	"-"	1	"GL349866"	167546	167496	"-"	1	51	51	51	100	100	100	51	0	0	0	3	32	9	NA	"PMT_355_1"
"Gr8_PMT1"	"PMT_356"	"Gr8_PMT1"	"Promoter"	"Gr"	"EQ127119"	43924	43874	"-"	1	"GL350104"	15943	15994	"+"	1	51	51	51	100	100	98.1	51	0	1	0	18	50	11	NA	"PMT_356_1"
"Gr8_PMT2"	"PMT_357"	"Gr8_PMT2"	"Promoter"	"Gr"	"EQ127119"	43643	43593	"-"	1	"GL350104"	16225	16275	"+"	1	51	51	51	100	100	100	51	0	0	0	2	49	16	NA	"PMT_357_1"
"Gr8_PMT3"	"PMT_358"	"Gr8_PMT3"	"Promoter"	"Gr"	"EQ127119"	42689	42639	"-"	1	"GL350104"	17205	17255	"+"	1	51	51	51	100	100	100	51	0	0	0	2	52	17	NA	"PMT_358_1"
"Gr8_PMT4"	"PMT_359"	"Gr8_PMT4"	"Promoter"	"Gr"	"EQ127119"	42441	42391	"-"	1	"GL350104"	17453	17503	"+"	1	51	51	51	100	100	100	51	0	0	0	1	51	17	NA	"PMT_359_1"
